date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:30:33	2284/2284	---M-Z	200	added ('OK')	text/html	etag:%228ec-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/pages-404.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/pages-404.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:33	2117/2117	---M-Z	200	added ('OK')	text/html	etag:%22845-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/pages-500.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/pages-500.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:34	59519/59519	---M-Z	200	added ('OK')	text/html	etag:%22e87f-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/pages-timeline.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/pages-timeline.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:34	55330/55330	---M-Z	200	added ('OK')	text/html	etag:%22d822-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/pages-invoice.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/pages-invoice.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:34	51658/51658	---M-Z	200	added ('OK')	text/html	etag:%22c9ca-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/pages-pricing.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/pages-pricing.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:35	58801/58801	---M-Z	200	added ('OK')	text/html	etag:%22e5b1-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/pages-gallery.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/pages-gallery.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:35	6227/6227	---M-Z	200	added ('OK')	text/html	etag:%221853-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/pages-maintenance.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/pages-maintenance.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:35	2411/2411	---M-Z	200	added ('OK')	text/html	etag:%2296b-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/pages-comingsoon.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/pages-comingsoon.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:36	91524/91524	---M-Z	200	added ('OK')	text/html	etag:%2216584-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/ui-buttons.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/ui-buttons.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:37	83197/83197	---M-Z	200	added ('OK')	text/html	etag:%22144fd-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/ui-cards.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/ui-cards.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:37	73910/73910	---M-Z	200	added ('OK')	text/html	etag:%22120b6-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/ui-dropdowns.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/ui-dropdowns.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:38	75199/75199	---M-Z	200	added ('OK')	text/html	etag:%22125bf-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/ui-checkbox-radio.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/ui-checkbox-radio.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:38	80583/80583	---M-Z	200	added ('OK')	text/html	etag:%2213ac7-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/ui-navs.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/ui-navs.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:38	56541/56541	---M-Z	200	added ('OK')	text/html	etag:%22dcdd-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/ui-progress.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/ui-progress.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:39	64714/64714	---M-Z	200	added ('OK')	text/html	etag:%22fcca-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/ui-modals.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/ui-modals.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:39	63002/63002	---M-Z	200	added ('OK')	text/html	etag:%22f61a-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/ui-notification.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/ui-notification.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:40	55084/55084	---M-Z	200	added ('OK')	text/html	etag:%22d72c-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/ui-alerts.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/ui-alerts.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:40	57646/57646	---M-Z	200	added ('OK')	text/html	etag:%22e12e-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/ui-carousel.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/ui-carousel.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:40	74024/74024	---M-Z	200	added ('OK')	text/html	etag:%2212128-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/ui-bootstrap.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/ui-bootstrap.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:41	68966/68966	---M-Z	200	added ('OK')	text/html	etag:%2210d66-5d5bf413409a6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/ui-typography.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/ui-typography.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:41	51536/51536	---M-Z	200	added ('OK')	text/html	etag:%22c950-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/components-grid.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/components-grid.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:41	53338/53338	---M-Z	200	added ('OK')	text/html	etag:%22d05a-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/components-range-sliders.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/components-range-sliders.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:42	54480/54480	---M-Z	200	added ('OK')	text/html	etag:%22d4d0-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/components-sweet-alert.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/components-sweet-alert.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:42	70455/70455	---M-Z	200	added ('OK')	text/html	etag:%2211337-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/components-ratings.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/components-ratings.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:43	56730/56730	---M-Z	200	added ('OK')	text/html	etag:%22dd9a-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/components-treeview.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/components-treeview.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:43	52191/52191	---M-Z	200	added ('OK')	text/html	etag:%22cbdf-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/components-tour.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/components-tour.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:43	60723/60723	---M-Z	200	added ('OK')	text/html	etag:%22ed33-5d5bf413409a6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/widgets-tiles.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/widgets-tiles.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:44	64976/64976	---M-Z	200	added ('OK')	text/html	etag:%22fdd0-5d5bf413409a6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/widgets-charts.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/widgets-charts.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:44	1083860/1083860	---M-Z	200	added ('OK')	text/html	etag:%221089d4-5d5bf4133ea66-gzip%22	https://coderthemes.com/uplon/layouts/vertical/icons-materialdesign.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/icons-materialdesign.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:44	216050/216050	---M-Z	200	added ('OK')	text/html	etag:%2234bf2-5d5bf4133ea66-gzip%22	https://coderthemes.com/uplon/layouts/vertical/icons-ionicons.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/icons-ionicons.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:45	403178/403178	---M-Z	200	added ('OK')	text/html	etag:%22626ea-5d5bf4133ea66-gzip%22	https://coderthemes.com/uplon/layouts/vertical/icons-fontawesome.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/icons-fontawesome.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:45	125543/125543	---M-Z	200	added ('OK')	text/html	etag:%221ea67-5d5bf4133ea66-gzip%22	https://coderthemes.com/uplon/layouts/vertical/icons-themify.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/icons-themify.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:45	116630/116630	---M-Z	200	added ('OK')	text/html	etag:%221c796-5d5bf4133ea66-gzip%22	https://coderthemes.com/uplon/layouts/vertical/icons-simple-line.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/icons-simple-line.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:46	105458/105458	---M-Z	200	added ('OK')	text/html	etag:%2219bf2-5d5bf4133ea66-gzip%22	https://coderthemes.com/uplon/layouts/vertical/icons-weather.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/icons-weather.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:46	90118/90118	---M-Z	200	added ('OK')	text/html	etag:%2216006-5d5bf4133ea66-gzip%22	https://coderthemes.com/uplon/layouts/vertical/icons-pe7.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/icons-pe7.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:46	110449/110449	---M-Z	200	added ('OK')	text/html	etag:%221af71-5d5bf4133ea66-gzip%22	https://coderthemes.com/uplon/layouts/vertical/icons-typicons.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/icons-typicons.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:47	73553/73553	---M-Z	200	added ('OK')	text/html	etag:%2211f51-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/form-elements.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/form-elements.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:47	105408/105408	---M-Z	200	added ('OK')	text/html	etag:%2219bc0-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/form-advanced.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/form-advanced.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:48	72586/72586	---M-Z	200	added ('OK')	text/html	etag:%2211b8a-5d5bf4133ea66-gzip%22	https://coderthemes.com/uplon/layouts/vertical/form-validation.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/form-validation.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:48	67164/67164	---M-Z	200	added ('OK')	text/html	etag:%221065c-5d5bf4133ea66-gzip%22	https://coderthemes.com/uplon/layouts/vertical/form-pickers.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/form-pickers.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:48	74664/74664	---M-Z	200	added ('OK')	text/html	etag:%22123a8-5d5bf4133ea66-gzip%22	https://coderthemes.com/uplon/layouts/vertical/form-wizard.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/form-wizard.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:49	59272/59272	---M-Z	200	added ('OK')	text/html	etag:%22e788-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/form-mask.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/form-mask.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:49	48172/48172	---M-Z	200	added ('OK')	text/html	etag:%22bc2c-5d5bf4133ea66-gzip%22	https://coderthemes.com/uplon/layouts/vertical/form-uploads.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/form-uploads.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:49	50939/50939	---M-Z	200	added ('OK')	text/html	etag:%22c6fb-5d5bf4133ea66-gzip%22	https://coderthemes.com/uplon/layouts/vertical/form-xeditable.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/form-xeditable.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:50	84355/84355	---M-Z	200	added ('OK')	text/html	etag:%2214983-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/tables-basic.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/tables-basic.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:50	190569/190569	---M-Z	200	added ('OK')	text/html	etag:%222e869-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/tables-datatable.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/tables-datatable.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:50	77672/77672	---M-Z	200	added ('OK')	text/html	etag:%2212f68-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/tables-responsive.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/tables-responsive.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:51	91381/91381	---M-Z	200	added ('OK')	text/html	etag:%22164f5-5d5bf4133fa06-gzip%22	https://coderthemes.com/uplon/layouts/vertical/tables-tablesaw.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/tables-tablesaw.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:51	54604/54604	---M-Z	200	added ('OK')	text/html	etag:%22d54c-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/charts-flot.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/charts-flot.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:51	58654/58654	---M-Z	200	added ('OK')	text/html	etag:%22e51e-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/charts-morris.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/charts-morris.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:52	52688/52688	---M-Z	200	added ('OK')	text/html	etag:%22cdd0-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/charts-chartjs.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/charts-chartjs.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:52	57684/57684	---M-Z	200	added ('OK')	text/html	etag:%22e154-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/charts-peity.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/charts-peity.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:52	69786/69786	---M-Z	200	added ('OK')	text/html	etag:%221109a-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/charts-chartist.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/charts-chartist.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:53	53201/53201	---M-Z	200	added ('OK')	text/html	etag:%22cfd1-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/charts-c3.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/charts-c3.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:53	51516/51516	---M-Z	200	added ('OK')	text/html	etag:%22c93c-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/charts-sparkline.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/charts-sparkline.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:54	52480/52480	---M-Z	200	added ('OK')	text/html	etag:%22cd00-5d5bf4133dac6-gzip%22	https://coderthemes.com/uplon/layouts/vertical/charts-knob.html	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/charts-knob.html	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
17:30:54	4179/4179	---M--	200	added ('OK')	image/jpeg	etag:%221053-5d5bf41333e87%22	https://coderthemes.com/uplon/layouts/vertical/assets/images/users/avatar-6.jpg	D:/program/template/acc4/coderthemes.com/uplon/layouts/vertical/assets/images/users/avatar-6.jpg	(from https://coderthemes.com/uplon/layouts/vertical/index.html)
